0;-0.05824;0.63147;0.50225;-0.28785;0.70739;1292;
1;0.05644;0.84264;0.54000;-0.26520;0.84830;2777;
2;-0.07391;0.58598;0.76391;-0.37125;0.70510;2137;
3;-0.08420;0.60612;0.51321;-0.10660;0.82729;2732;
4;-0.14652;0.78141;0.61095;-0.15407;0.65378;2292;
5;-0.20042;0.56036;0.22859;-0.25847;1.00000;1180;
6;-0.18338;0.81180;0.69480;-0.25515;0.56510;4592;
7;-0.13884;0.76458;1.00000;-0.33576;0.70080;1847;
8;-0.08374;0.61491;0.52463;-0.30105;0.81549;1845;
9;-0.07578;0.73508;0.71875;-0.36595;0.49839;742;
10;-0.12202;0.69352;0.50697;-0.37503;0.83457;1935;
11;-0.23259;0.72186;0.51904;-0.34725;0.71298;667;
12;-0.25393;0.71281;0.87336;-0.34511;0.73530;2267;
13;-0.37365;0.68607;0.50580;-0.21202;0.81751;3302;
14;-0.15445;0.80382;0.63065;-0.52003;0.80217;2120;
15;-0.05826;0.71789;0.61747;-0.54433;0.83239;1262;
16;-0.47283;0.69283;0.54634;-0.33431;0.71309;7070;
17;-0.27206;0.68026;0.47959;-0.28495;0.72536;3692;
18;-0.00932;0.82409;0.62402;-0.31374;0.84248;1827;
19;-0.10759;0.87376;0.67842;-0.27377;0.97846;1982;
20;0.14348;0.78438;0.40526;-0.32943;0.65436;735;
21;0.14348;0.87438;0.55526;-0.32943;0.65436;2637;
22;-0.17468;0.69644;0.60646;-0.42193;0.83699;1925;
23;-0.09220;0.60533;0.50510;-0.30211;0.71573;3600;
24;-0.25745;0.72191;0.67362;-0.23520;0.68211;2782;
25;0.14045;0.78390;0.55616;-0.32970;0.65457;1475;
