0;0.59783;0.78225;-0.43091;-0.97934;-0.13498;102;
1;0.10095;-0.88776;0.02855;-0.96666;-0.87202;77;
2;0.24354;0.11312;-0.74999;0.22786;0.40774;72;
3;-0.29200;0.45068;-0.24081;0.12868;-0.52031;92;
4;-0.70113;0.93933;-0.84928;-0.67908;-0.82263;77;
5;0.47082;0.20847;0.24914;0.82668;0.62671;1002;
6;-0.46155;-0.58181;-0.25445;-0.51855;0.28995;70;
7;-0.22020;0.64782;0.93884;-0.30505;0.96023;2515;
8;-0.25863;-0.92594;0.63106;-0.40523;-0.89841;70;
9;0.90162;0.97679;-0.76275;0.37762;0.83031;72;
10;0.39297;-0.44072;-0.00931;0.50313;0.18256;65;
11;0.12546;0.34536;0.21429;-0.41192;-0.56841;132;
12;0.14856;-0.91962;-0.28734;0.79092;-0.12747;82;
13;-0.33400;0.06576;0.86252;0.08558;0.24699;807;
14;0.89837;0.47665;-0.22965;0.24651;-0.00864;75;
15;0.46090;0.04156;0.18462;-0.04168;0.21240;1535;
16;-0.30087;-0.68887;-0.74774;-0.10208;0.41923;67;
17;0.49569;-0.14893;0.21167;0.12769;0.64120;112;
18;-0.80741;-0.94137;0.28960;-0.04545;-0.03491;85;
19;0.15062;0.27879;-0.86237;0.26208;-0.65751;65;
20;-0.03884;-0.53097;-0.27266;0.04350;0.42959;75;
21;-0.66780;-0.73624;-0.26008;-0.74326;-0.98640;72;
22;-0.16767;-0.59655;0.64443;0.78613;-0.36544;67;
23;0.53064;0.87950;0.98215;-0.02217;-0.73230;140;
24;0.68767;-0.15047;-0.25855;0.85679;-0.71728;62;
